7.070362921020571e+119,7.070362921020571e+119,7.070362921020571e+119,0.02
2.252876059515206e+118,2.252876059515206e+118,2.252876059515206e+118,0.1
1.1668937168584115e+116,1.1668937168584115e+116,1.1668937168584115e+116,0.19
8.817837187862697e+113,8.817837187862697e+113,8.817837187862697e+113,0.27
2.2125323598081816e+111,2.2125323598081816e+111,2.2125323598081816e+111,0.35
2.225054447966607e+109,2.225054447966607e+109,2.225054447966607e+109,0.43
1.5666580960036303e+108,1.5666580960036303e+108,1.5666580960036303e+108,0.52
1.9134578938824597e+105,1.9134578938824597e+105,1.9134578938824597e+105,0.6
6.142446978402367e+102,6.142446978402367e+102,6.142446978402367e+102,0.69
4.445549747027691e+100,4.445549747027691e+100,4.445549747027691e+100,0.77
5.533836062369485e+97,5.533836062369485e+97,5.533836062369485e+97,0.85
1.3870972390797163e+96,1.3870972390797163e+96,1.3870972390797163e+96,0.94
3.4744875839702577e+93,3.4744875839702577e+93,3.4744875839702577e+93,1.02
5.033250798628811e+90,5.033250798628811e+90,5.033250798628811e+90,1.11
2.0394170914240316e+88,2.0394170914240316e+88,2.0394170914240316e+88,1.2
1.1676637827954236e+86,1.1676637827954236e+86,1.1676637827954236e+86,1.28
4.345901259985812e+83,4.345901259985812e+83,4.345901259985812e+83,1.37
2.61603642242647e+81,2.61603642242647e+81,2.61603642242647e+81,1.46
3.003708992477192e+79,3.003708992477192e+79,3.003708992477192e+79,1.54
2.465498590299854e+77,2.465498590299854e+77,2.465498590299854e+77,1.63
1.7980275693057444e+75,1.7980275693057444e+75,1.7980275693057444e+75,1.72
7.009296545225341e+72,7.009296545225341e+72,7.009296545225341e+72,1.8
7.21663506481973e+70,7.21663506481973e+70,7.21663506481973e+70,1.89
4.882835614230248e+68,4.882835614230248e+68,4.882835614230248e+68,1.98
2.4181728095946867e+66,2.4181728095946867e+66,2.4181728095946867e+66,2.07
1.3530829296954148e+64,1.3530829296954148e+64,1.3530829296954148e+64,2.16
9.616843651162749e+61,9.616843651162749e+61,9.616843651162749e+61,2.24
7.857708059254949e+59,7.857708059254949e+59,7.857708059254949e+59,2.33
3.879542320663546e+57,3.879542320663546e+57,3.879542320663546e+57,2.41
2.575180158741218e+55,2.575180158741218e+55,2.575180158741218e+55,2.5
1.5993069748392639e+53,1.5993069748392639e+53,1.5993069748392639e+53,2.59
1.3357656725657316e+51,1.3357656725657316e+51,1.3357656725657316e+51,2.68
9.98855013406943e+48,9.98855013406943e+48,9.98855013406943e+48,2.76
6.235468370095094e+46,6.235468370095094e+46,6.235468370095094e+46,2.85
4.516220079108593e+44,4.516220079108593e+44,4.516220079108593e+44,2.94
3.185549132097723e+42,3.185549132097723e+42,3.185549132097723e+42,3.02
2.616754075249666e+40,2.616754075249666e+40,2.616754075249666e+40,3.11
2.064148556548925e+38,2.064148556548925e+38,2.064148556548925e+38,3.2
1.8670938892877208e+36,1.8670938892877208e+36,1.8670938892877208e+36,3.28
1.5699665812976966e+34,1.5699665812976966e+34,1.5699665812976966e+34,3.37
1.6603857703772043e+32,1.6603857703772043e+32,1.6603857703772043e+32,3.46
1.4138584121749417e+30,1.4138584121749417e+30,1.4138584121749417e+30,3.55
1.5313906457056397e+28,1.5313906457056397e+28,1.5313906457056397e+28,3.64
1.8757339331181275e+26,1.8757339331181275e+26,1.8757339331181275e+26,3.72
2.3817602671658313e+24,2.3817602671658313e+24,2.3817602671658313e+24,3.81
3.3369325436041416e+22,3.3369325436041416e+22,3.3369325436041416e+22,3.9
5.190405861131438e+20,5.190405861131438e+20,5.190405861131438e+20,3.99
9.209358968145396e+18,9.209358968145396e+18,9.209358968145396e+18,4.07
1.859075961320938e+17,1.859075961320938e+17,1.859075961320938e+17,4.16
4403907371488576.5,4403907371488576.5,4403907371488576.5,4.25
121058339056086.92,121058339056086.92,121058339056086.92,4.33
4032780539402.5283,4032780539402.5283,4032780539402.5283,4.42
161303906252.5821,161303906252.58212,161303906252.5821,4.5
7905839982.22336,7905839982.223411,7905839982.223357,4.59
